,COD,CODs,TSS,NH4,PO4
2024-07-01 00:05:00,1.02,1.0,1.02,1.0,1.0
2024-07-01 00:10:00,1.02,1.0,1.02,1.0,1.0
2024-07-01 00:15:00,1.0200000000000002,1.0,1.0200000000000002,1.0,1.0
2024-07-01 00:20:00,1.0200000000000002,1.0,1.0200000000000002,1.0,1.0
2024-07-01 00:25:00,1.0200000000000002,1.0,1.0200000000000002,1.0,1.0
2024-07-01 00:30:00,1.0200000000000002,1.0,1.0200000000000002,1.0,1.0
2024-07-01 00:35:00,1.0200000000000002,1.0,1.0200000000000002,1.0,1.0
2024-07-01 00:40:00,1.0200000000000002,1.0,1.0200000000000002,1.0,1.0
2024-07-01 00:45:00,1.0200000000000005,1.0,1.0200000000000005,1.0,1.0
2024-07-01 00:50:00,1.0200000000000005,1.0,1.0200000000000005,1.0,1.0
2024-07-01 00:55:00,1.0200000000000005,1.0,1.0200000000000005,1.0,1.0
2024-07-01 01:00:00,1.0183334422903012,0.9991667211451504,1.0183334422903012,0.9991667211451504,0.9991667211451504
2024-07-01 01:05:00,1.0169232626021567,0.9984616313010782,1.0169232626021567,0.9984616313010782,0.9984616313010782
2024-07-01 01:10:00,1.0157145258665794,0.9978572629332896,1.0157145258665794,0.9978572629332896,0.9978572629332896
2024-07-01 01:15:00,1.0146669456001505,0.9973334728000752,1.0146669456001505,0.9973334728000752,0.9973334728000752
2024-07-01 01:20:00,1.0137503064464795,0.9968751532232396,1.0137503064464795,0.9968751532232396,0.9968751532232396
2024-07-01 01:25:00,1.0129415022167128,0.9964707511083563,1.0129415022167128,0.9964707511083563,0.9964707511083563
2024-07-01 01:30:00,1.0122225612068414,0.9961112806034204,1.0122225612068414,0.9961112806034204,0.9961112806034204
2024-07-01 01:35:00,1.011579295073268,0.9957896475366337,1.011579295073268,0.9957896475366337,0.9957896475366337
2024-07-01 01:40:00,1.0110003530298064,0.9955001765149027,1.0110003530298064,0.9955001765149027,0.9955001765149027
2024-07-01 01:45:00,1.0104765462640117,0.9952382731320054,1.0104765462640117,0.9952382731320054,0.9952382731320054
2024-07-01 01:50:00,1.0100003565970355,0.9950001782985173,1.0100003565970355,0.9950001782985173,0.9950001782985173
2024-07-01 01:55:00,1.0095655733147952,0.9947827866573971,1.0095655733147952,0.9947827866573971,0.9947827866573971
2024-07-01 02:00:00,1.0079170616485846,0.9941668573475919,1.0079170616485846,0.9941668573475919,0.9941668573475919
2024-07-01 02:05:00,1.0064004267771582,0.9936002008363091,1.0064004267771582,0.9936002008363091,0.9936002008363091
2024-07-01 02:10:00,1.0050004526064125,0.9930771319721896,1.0050004526064125,0.9930771319721896,0.9930771319721896
2024-07-01 02:15:00,1.0037041772129076,0.9925928078240481,1.0037041772129076,0.9925928078240481,0.9925928078240481
2024-07-01 02:20:00,1.0025004903246701,0.9921430772886266,1.0025004903246701,0.9921430772886266,0.9921430772886266
2024-07-01 02:25:00,1.001379814079577,0.9917243618131445,1.001379814079577,0.9917243618131445,0.9917243618131445
2024-07-01 02:30:00,1.0003338476303925,0.9913335599727144,1.0003338476303925,0.9913335599727144,0.9913335599727144
2024-07-01 02:35:00,0.9993553611798373,0.9909679705161778,0.9993553611798373,0.9909679705161778,0.9909679705161778
2024-07-01 02:40:00,0.9984380286331362,0.9906252298404931,0.9984380286331362,0.9906252298404931,0.9906252298404931
2024-07-01 02:45:00,0.9975762906766518,0.9903032608331458,0.9975762906766518,0.9903032608331458,0.9903032608331458
2024-07-01 02:50:00,0.9967652420185529,0.990000230742161,0.9967652420185529,0.990000230742161,0.990000230742161
2024-07-01 02:55:00,0.9960005379592236,0.9897145162682377,0.9960005379592236,0.9897145162682377,0.9897145162682377
2024-07-01 03:00:00,0.9944450013598826,0.9897224461990822,0.9944450013598826,0.9897224461990822,0.9897224461990822
2024-07-01 03:05:00,0.9929735460371207,0.9897299474941049,0.9929735460371207,0.9897299474941049,0.9897299474941049
2024-07-01 03:10:00,0.9912597835960907,0.9897386840404819,0.9912597835960907,0.9897386840404819,0.9897386840404819
2024-07-01 03:15:00,0.9896534311478364,0.9897468730241625,0.9896534311478364,0.9897468730241625,0.9897468730241625
2024-07-01 03:20:00,0.9881446976436203,0.9897545643586874,0.9881446976436203,0.9897545643586874,0.9897545643586874
2024-07-01 03:25:00,0.9867249469571652,0.9897618020699471,0.9867249469571652,0.9897618020699471,0.9897618020699471
2024-07-01 03:30:00,0.985386532473557,0.9897686251394273,0.985386532473557,0.9897686251394273,0.9897686251394273
2024-07-01 03:35:00,0.9841226593152427,0.989775068206563,0.9841226593152427,0.989775068206563,0.989775068206563
2024-07-01 03:40:00,0.9829272689638265,0.9897811621569226,0.9829272689638265,0.9897811621569226,0.9897811621569226
2024-07-01 03:45:00,0.9817949421424065,0.9897869346173013,0.9817949421424065,0.9897869346173013,0.9897869346173013
2024-07-01 03:50:00,0.9807208166733891,0.9897924103744716,0.9807208166733891,0.9897924103744716,0.9897924103744716
2024-07-01 03:55:00,0.9797005176852109,0.9897976117309812,0.9797005176852109,0.9897976117309812,0.9897976117309812
2024-07-01 04:00:00,0.9775079230220659,0.9893136887955896,0.9775079230220659,0.9893136887955896,0.9893136887955896
2024-07-01 04:05:00,0.9754199601693796,0.9888528589260088,0.9754199601693796,0.9888528589260088,0.9888528589260088
2024-07-01 04:10:00,0.972326410758749,0.988170088171918,0.972326410758749,0.988170088171918,0.988170088171918
2024-07-01 04:15:00,0.9694406678681498,0.9875331819557909,0.9694406678681498,0.9875331819557909,0.9875331819557909
2024-07-01 04:20:00,0.9667458146120209,0.986938406587559,0.9667458146120209,0.986938406587559,0.986938406587559
2024-07-01 04:25:00,0.9642277967609072,0.9863826601879342,0.9642277967609072,0.9863826601879342,0.9863826601879342
2024-07-01 04:30:00,0.9618697614314935,0.9858622231926485,0.9618697614314935,0.9858622231926485,0.9858622231926485
2024-07-01 04:35:00,0.9596542804280026,0.9853732490614356,0.9596542804280026,0.9853732490614356,0.9853732490614356
2024-07-01 04:40:00,0.9575713050603307,0.9849135199691347,0.9575713050603307,0.9849135199691347,0.9849135199691347
2024-07-01 04:45:00,0.9556092929587945,0.9844804884237204,0.9556092929587945,0.9844804884237204,0.9844804884237204
2024-07-01 04:50:00,0.9537580045115782,0.9840718944621041,0.9537580045115782,0.9840718944621041,0.9840718944621041
2024-07-01 04:55:00,0.9520083241099307,0.9836857261975387,0.9520083241099307,0.9836857261975387,0.9836857261975387
2024-07-01 05:00:00,0.9490166328331571,0.9825189003654119,0.9490166328331571,0.9825189003654119,0.9825189003654119
2024-07-01 05:05:00,0.9461805974780879,0.9814127837888752,0.9461805974780879,0.9814127837888752,0.9814127837888752
2024-07-01 05:10:00,0.9425450009061491,0.979994820635971,0.9425450009061491,0.979994820635971,0.979994820635971
2024-07-01 05:15:00,0.9391355850502647,0.9786650729698286,0.9391355850502647,0.9786650729698286,0.9786650729698286
2024-07-01 05:20:00,0.935937689666169,0.9774178229706154,0.935937689666169,0.9774178229706154,0.9774178229706154
2024-07-01 05:25:00,0.9329396611261248,0.9762485254655101,0.9329396611261248,0.9762485254655101,0.9762485254655101
2024-07-01 05:30:00,0.9301233298596212,0.9751500939197502,0.9301233298596212,0.9751500939197502,0.9751500939197502
2024-07-01 05:35:00,0.9274680354995128,0.9741144703327415,0.9274680354995128,0.9741144703327415,0.9741144703327415
2024-07-01 05:40:00,0.9249647284791201,0.973138125173127,0.9249647284791201,0.973138125173127,0.973138125173127
2024-07-01 05:45:00,0.9226007223930659,0.9722161104619407,0.9226007223930659,0.9722161104619407,0.9722161104619407
2024-07-01 05:50:00,0.9203647045299653,0.9713440139912861,0.9203647045299653,0.9713440139912861,0.9713440139912861
2024-07-01 05:55:00,0.9182465548421155,0.9705178887185073,0.9182465548421155,0.9705178887185073,0.9705178887185073
2024-07-01 06:00:00,0.9152099976617986,0.9692205954660531,0.9152099976617986,0.9692205954660531,0.9692205954660531
2024-07-01 06:05:00,0.9123254926403613,0.9679882627027391,0.9123254926403613,0.9679882627027391,0.9679882627027391
2024-07-01 06:10:00,0.909112998177936,0.9666158046384994,0.909112998177936,0.9666158046384994,0.9666158046384994
2024-07-01 06:15:00,0.9060758438082738,0.9653182562518052,0.9060758438082738,0.9653182562518052,0.9653182562518052
2024-07-01 06:20:00,0.9032013747560139,0.9640902111057903,0.9032013747560139,0.9640902111057903,0.9640902111057903
2024-07-01 06:25:00,0.9004785816763229,0.9629269657327051,0.9004785816763229,0.9629269657327051,0.9629269657327051
2024-07-01 06:30:00,0.8978957680235427,0.9618235230754031,0.8978957680235427,0.9618235230754031,0.9618235230754031
2024-07-01 06:35:00,0.895441315843905,0.9607749196531606,0.895441315843905,0.9607749196531606,0.9607749196531606
2024-07-01 06:40:00,0.8931069298781716,0.9597776115235461,0.8931069298781716,0.9597776115235461,0.9597776115235461
2024-07-01 06:45:00,0.8908840104166137,0.958827924675256,0.8908840104166137,0.958827924675256,0.958827924675256
2024-07-01 06:50:00,0.8887647598681361,0.9579225277821494,0.8887647598681361,0.9579225277821494,0.9579225277821494
2024-07-01 06:55:00,0.8867420913715267,0.9570583931596855,0.8867420913715267,0.9570583931596855,0.9570583931596855
2024-07-01 07:00:00,0.8841411745408745,0.9555643878582861,0.8841411745408745,0.9555643878582861,0.9555643878582861
2024-07-01 07:05:00,0.8816536245251179,0.9541355021410505,0.8816536245251179,0.9541355021410505,0.9541355021410505
2024-07-01 07:10:00,0.8789253660440367,0.9525683499021605,0.8789253660440367,0.9525683499021605,0.9525683499021605
2024-07-01 07:15:00,0.8763321915278363,0.9510787919013052,0.8763321915278363,0.9510787919013052,0.9510787919013052
2024-07-01 07:20:00,0.8738623468342217,0.949660076384374,0.8738623468342217,0.949660076384374,0.949660076384374
2024-07-01 07:25:00,0.8715046348363255,0.9483057715552007,0.8715046348363255,0.9483057715552007,0.9483057715552007
2024-07-01 07:30:00,0.8692515886788768,0.9470115883410907,0.8692515886788768,0.9470115883410907,0.9470115883410907
2024-07-01 07:35:00,0.8670980725472566,0.9457745766537609,0.8670980725472566,0.9457745766537609,0.9457745766537609
2024-07-01 07:40:00,0.8650360238370806,0.9445901052133672,0.8650360238370806,0.9445901052133672,0.9445901052133672
2024-07-01 07:45:00,0.8630597363145518,0.943454896274369,0.8630597363145518,0.943454896274369,0.943454896274369
2024-07-01 07:50:00,0.8611639687243278,0.9423659391817634,0.8611639687243278,0.9423659391817634,0.9423659391817634
2024-07-01 07:55:00,0.8593438983735129,0.9413204637090411,0.8593438983735129,0.9413204637090411,0.9413204637090411
2024-07-01 08:00:00,0.8573993400841285,0.9399244363618283,0.8573993400841285,0.9399244363618283,0.9399244363618283
